parent id	parent name	child id	child name
FMA55720	upper secondary molar tooth	FMA55812	upper second secondary molar tooth
FMA55721	lower secondary molar tooth	FMA55814	lower first secondary molar tooth
FMA55721	lower secondary molar tooth	FMA55815	lower second secondary molar tooth
FMA55722	upper central secondary incisor tooth	FMA55681	right upper central secondary incisor tooth
FMA55722	upper central secondary incisor tooth	FMA55682	left upper central secondary incisor tooth
FMA55723	lower central secondary incisor tooth	FMA57142	right lower central secondary incisor tooth
FMA55723	lower central secondary incisor tooth	FMA57143	left lower central secondary incisor tooth
FMA55724	upper lateral secondary incisor tooth	FMA55680	right upper lateral secondary incisor tooth
FMA55724	upper lateral secondary incisor tooth	FMA55683	left upper lateral secondary incisor tooth
FMA55725	lower lateral secondary incisor tooth	FMA57140	right lower lateral secondary incisor tooth
FMA55725	lower lateral secondary incisor tooth	FMA57141	left lower lateral secondary incisor tooth
FMA55801	upper first secondary premolar tooth	FMA55689	right upper first secondary premolar tooth
FMA55801	upper first secondary premolar tooth	FMA55690	left upper first secondary premolar tooth
FMA55802	upper second secondary premolar tooth	FMA55688	right upper second secondary premolar tooth
FMA55802	upper second secondary premolar tooth	FMA55691	left upper second secondary premolar tooth
FMA55803	lower first secondary premolar tooth	FMA55693	left lower first secondary premolar tooth
FMA55803	lower first secondary premolar tooth	FMA55694	right lower first secondary premolar tooth
FMA55804	lower second secondary premolar tooth	FMA55692	left lower second secondary premolar tooth
FMA55804	lower second secondary premolar tooth	FMA55695	right lower second secondary premolar tooth
FMA55811	upper first secondary molar tooth	FMA55698	right upper first secondary molar tooth
FMA55811	upper first secondary molar tooth	FMA55699	left upper first secondary molar tooth
FMA55812	upper second secondary molar tooth	FMA55697	right upper second secondary molar tooth
FMA55812	upper second secondary molar tooth	FMA55700	left upper second secondary molar tooth
FMA55814	lower first secondary molar tooth	FMA55704	left lower first secondary molar tooth
FMA55814	lower first secondary molar tooth	FMA55705	right lower first secondary molar tooth
FMA55815	lower second secondary molar tooth	FMA55703	left lower second secondary molar tooth
FMA55815	lower second secondary molar tooth	FMA55706	right lower second secondary molar tooth
FMA57965	zone of investing fascia	FMA58421	zone of investing fascia of lower limb
FMA58071	chamber of eyeball	FMA58078	anterior chamber of eyeball
FMA58078	anterior chamber of eyeball	FMA58081	anterior chamber of right eyeball
FMA58078	anterior chamber of eyeball	FMA58082	anterior chamber of left eyeball
FMA58101	layer of wall of eyeball	FMA58102	fibrous layer of eyeball
FMA58102	fibrous layer of eyeball	FMA58238	cornea
FMA58102	fibrous layer of eyeball	FMA58269	sclera
FMA58235	iris	FMA58236	right iris
FMA58235	iris	FMA58237	left iris
FMA58238	cornea	FMA58239	right cornea
FMA58238	cornea	FMA58240	left cornea
FMA58241	lens	FMA58242	right lens
FMA58241	lens	FMA58243	left lens
FMA58245	lacrimal canaliculus	FMA59582	right lacrimal canaliculus
FMA58245	lacrimal canaliculus	FMA59583	left lacrimal canaliculus
FMA58269	sclera	FMA58271	right sclera
FMA58269	sclera	FMA58272	left sclera
FMA58274	muscle of trunk	FMA9619	muscle of thorax
FMA58274	muscle of trunk	FMA9620	muscle of abdomen
FMA58274	muscle of trunk	FMA9623	perineal muscle
FMA58274	muscle of trunk	FMA19086	muscle of pelvis
FMA58298	choroid	FMA58299	right choroid
FMA58298	choroid	FMA58300	left choroid
FMA58420	zone of investing fascia of free lower limb	FMA58741	zone of investing fascia of thigh
FMA58421	zone of investing fascia of lower limb	FMA58420	zone of investing fascia of free lower limb
FMA58431	corona ciliaris	FMA58483	right corona ciliaris
FMA58431	corona ciliaris	FMA58484	left corona ciliaris
FMA58479	region of ciliary body	FMA58431	corona ciliaris
FMA58599	region of retina	FMA58604	optic part of retina
FMA58604	optic part of retina	FMA58607	optic part of right retina
FMA58604	optic part of retina	FMA58608	optic part of left retina
FMA58741	zone of investing fascia of thigh	FMA58775	zone of fascia lata
FMA58775	zone of fascia lata	FMA51048	iliotibial tract
FMA58817	subdivision of head proper	FMA61708	subdivision of auriculotemporal part of head
FMA58827	vitreous body	FMA58828	right vitreous body
FMA58827	vitreous body	FMA58829	left vitreous body
FMA58838	suspensory ligament of lens	FMA58839	suspensory ligament of right lens
FMA58838	suspensory ligament of lens	FMA58840	suspensory ligament of left lens
FMA59086	tarsal plate of eyelid	FMA59087	tarsal plate of upper eyelid
FMA59086	tarsal plate of eyelid	FMA59088	tarsal plate of lower eyelid
FMA59087	tarsal plate of upper eyelid	FMA59091	tarsal plate of right upper eyelid
FMA59087	tarsal plate of upper eyelid	FMA59092	tarsal plate of left upper eyelid
FMA59088	tarsal plate of lower eyelid	FMA59089	tarsal plate of right lower eyelid
FMA59088	tarsal plate of lower eyelid	FMA59090	tarsal plate of left lower eyelid
FMA59101	lacrimal gland	FMA59102	right lacrimal gland
FMA59101	lacrimal gland	FMA59103	left lacrimal gland
FMA59402	lacrimal lake	FMA59541	right lacrimal lake
FMA59402	lacrimal lake	FMA59542	left lacrimal lake
FMA59502	nasal cartilage	FMA59503	septal nasal cartilage
FMA59502	nasal cartilage	FMA59504	major alar cartilage
FMA59502	nasal cartilage	FMA59511	lateral nasal cartilage
FMA59504	major alar cartilage	FMA59505	right major alar cartilage
FMA59504	major alar cartilage	FMA59506	left major alar cartilage
FMA59511	lateral nasal cartilage	FMA59512	right lateral nasal cartilage
FMA59511	lateral nasal cartilage	FMA59513	left lateral nasal cartilage
FMA59762	gingiva	FMA59763	gingiva of upper jaw
FMA59762	gingiva	FMA59764	gingiva of lower jaw
FMA59788	major salivary gland	FMA55093	submandibular gland
FMA59788	major salivary gland	FMA59791	sublingual gland
FMA59791	sublingual gland	FMA59804	right sublingual gland
FMA59791	sublingual gland	FMA59805	left sublingual gland
FMA61284	neural tree organ	FMA5865	cranial nerve
FMA61708	subdivision of auriculotemporal part of head	FMA52781	external ear
FMA61775	physical anatomical entity	FMA67112	immaterial anatomical entity
FMA61775	physical anatomical entity	FMA67165	material anatomical entity
FMA61815	cardinal segment of brain	FMA61993	midbrain
FMA61820	segment of cerebral hemisphere	FMA61823	lobe of cerebral hemisphere
FMA61820	segment of cerebral hemisphere	FMA67957	segment of gyrus of cerebral hemisphere
FMA61820	segment of cerebral hemisphere	FMA81150	lobule of cerebral hemisphere
FMA61820	segment of cerebral hemisphere	FMA83874	gyrus of neuraxis
FMA61823	lobe of cerebral hemisphere	FMA67325	occipital lobe
FMA61823	lobe of cerebral hemisphere	FMA67329	insula
FMA61833	caudate nucleus	FMA72826	right caudate nucleus
FMA61833	caudate nucleus	FMA72827	left caudate nucleus
FMA61834	putamen	FMA72828	right putamen
FMA61834	putamen	FMA72829	left putamen
FMA61835	globus pallidus	FMA72830	right globus pallidus
FMA61835	globus pallidus	FMA72831	left globus pallidus
FMA61841	amygdala	FMA72832	right amygdala
FMA61841	amygdala	FMA72833	left amygdala
FMA61857	superior frontal gyrus	FMA72653	right superior frontal gyrus
FMA61857	superior frontal gyrus	FMA72654	left superior frontal gyrus
FMA61859	middle frontal gyrus	FMA72655	right middle frontal gyrus
FMA61859	middle frontal gyrus	FMA72656	left middle frontal gyrus
FMA61860	inferior frontal gyrus	FMA72657	right inferior frontal gyrus
FMA61860	inferior frontal gyrus	FMA72658	left inferior frontal gyrus
FMA61894	precentral gyrus	FMA72661	right precentral gyrus
FMA61894	precentral gyrus	FMA72662	left precentral gyrus
FMA61896	postcentral gyrus	FMA72665	right postcentral gyrus
FMA61896	postcentral gyrus	FMA72666	left postcentral gyrus
FMA61897	supramarginal gyrus	FMA72667	right supramarginal gyrus
FMA61897	supramarginal gyrus	FMA72668	left supramarginal gyrus
FMA61898	angular gyrus	FMA72669	right angular gyrus
FMA61898	angular gyrus	FMA72670	left angular gyrus
FMA61899	superior parietal lobule	FMA72671	right superior parietal lobule
FMA61899	superior parietal lobule	FMA72672	left superior parietal lobule
FMA61906	middle temporal gyrus	FMA72685	right middle temporal gyrus
FMA61906	middle temporal gyrus	FMA72686	left middle temporal gyrus
FMA61907	inferior temporal gyrus	FMA72687	right inferior temporal gyrus
FMA61907	inferior temporal gyrus	FMA72688	left inferior temporal gyrus
FMA61908	fusiform gyrus	FMA72689	right fusiform gyrus
FMA61908	fusiform gyrus	FMA72690	left fusiform gyrus
FMA61918	parahippocampal gyrus	FMA72705	right parahippocampal gyrus
FMA61918	parahippocampal gyrus	FMA72706	left parahippocampal gyrus
FMA61950	internal capsule	FMA72906	right internal capsule
FMA61950	internal capsule	FMA72907	left internal capsule
FMA61965	fornix of forebrain	FMA72924	right fornix of forebrain
FMA61965	fornix of forebrain	FMA72925	left fornix of forebrain
FMA61974	stria terminalis	FMA72940	left stria terminalis
FMA61996	segment of forebrain	FMA62374	segment of telencephalon
FMA61997	segment of midbrain	FMA62398	segment of midbrain tectum
FMA61998	segment of hindbrain	FMA62004	medulla oblongata
FMA62007	thalamus	FMA258714	right thalamus
FMA62007	thalamus	FMA258716	left thalamus
FMA62046	optic tract	FMA62382	right optic tract
FMA62046	optic tract	FMA67936	left optic tract
FMA62080	stria medullaris of thalamus	FMA73413	right stria medullaris of thalamus
FMA62080	stria medullaris of thalamus	FMA73414	left stria medullaris of thalamus
FMA62209	lateral geniculate body	FMA73303	right lateral geniculate body
FMA62209	lateral geniculate body	FMA73304	left lateral geniculate body
FMA62211	medial geniculate body	FMA73309	right medial geniculate body
FMA62211	medial geniculate body	FMA73310	left medial geniculate body
FMA62374	segment of telencephalon	FMA61820	segment of cerebral hemisphere
FMA62398	segment of midbrain tectum	FMA62403	superior colliculus
FMA62398	segment of midbrain tectum	FMA62404	inferior colliculus
FMA62403	superior colliculus	FMA73422	right superior colliculus
FMA62403	superior colliculus	FMA73423	left superior colliculus
FMA62404	inferior colliculus	FMA73434	right inferior colliculus
FMA62404	inferior colliculus	FMA73435	left inferior colliculus
FMA62434	cingulate gyrus	FMA72717	right cingulate gyrus
FMA62434	cingulate gyrus	FMA72718	left cingulate gyrus
FMA62445	commissure of diencephalon	FMA62072	posterior commissure
FMA62466	capsule of cerebral hemisphere	FMA61950	internal capsule
FMA62493	hippocampus	FMA72713	right hippocampus
FMA62493	hippocampus	FMA72714	left hippocampus
FMA62504	tributary of deep palmar venous arch	FMA22954	dorsal metacarpal vein
FMA62512	trunk of systemic vein	FMA4706	coronary sinus
FMA62512	trunk of systemic vein	FMA4720	superior vena cava
FMA62512	trunk of systemic vein	FMA10951	inferior vena cava
FMA62514	basal ganglion of telencephalon	FMA61841	amygdala
FMA62955	anatomical entity	FMA61775	physical anatomical entity
FMA63812	set of arteries	FMA63822	posterior intercostal arteries
FMA63812	set of arteries	FMA70800	set of dorsal metacarpal arteries
FMA63812	set of arteries	FMA70801	set of dorsal digital arteries
FMA63812	set of arteries	FMA70815	set of perforating arteries
FMA63812	set of arteries	FMA70821	set of common plantar digital arteries
FMA63812	set of arteries	FMA71502	set of posterior temporal branches of lateral occipital artery
FMA63812	set of arteries	FMA71537	set of oesophageal branches of thoracic aorta
FMA63812	set of arteries	FMA71562	set of calcaneal branches of posterior tibial artery
FMA63812	set of arteries	FMA71564	set of plantar digital arteries proper
FMA63814	set of veins	FMA67977	dorsal venous network of hand
FMA63814	set of veins	FMA70839	set of anterior intercostal veins
FMA63814	set of veins	FMA70917	set of dorsal digital veins
FMA63814	set of veins	FMA70919	set of plantar digital veins
FMA63814	set of veins	FMA70922	set of perforating veins
FMA64796	region of serous membrane	FMA19754	region of peritoneum
FMA64822	superficial muscle of neck	FMA13407	sternocleidomastoid
FMA64822	superficial muscle of neck	FMA45738	platysma
FMA64829	scalene muscle	FMA13385	scalenus anterior
FMA64829	scalene muscle	FMA13386	scalenus medius
FMA64829	scalene muscle	FMA13387	scalenus posterior
FMA64875	anterior suboccipital muscle	FMA46312	rectus capitis anterior
FMA64875	anterior suboccipital muscle	FMA46316	rectus capitis lateralis
FMA64916	thenar muscle	FMA37373	abductor pollicis brevis
FMA64916	thenar muscle	FMA37378	flexor pollicis brevis
FMA64916	thenar muscle	FMA37379	opponens pollicis
FMA64917	hypothenar muscle	FMA37382	abductor digiti minimi of hand
FMA64917	hypothenar muscle	FMA37383	flexor digiti minimi brevis of hand
FMA64917	hypothenar muscle	FMA37384	opponens digiti minimi of hand
FMA64922	gluteal muscle	FMA19082	piriformis
FMA64922	gluteal muscle	FMA19083	obturator muscle
FMA64922	gluteal muscle	FMA22314	gluteus maximus
FMA64922	gluteal muscle	FMA22315	gluteus medius
FMA64922	gluteal muscle	FMA22317	gluteus minimus
FMA64922	gluteal muscle	FMA22319	gemellus
FMA64922	gluteal muscle	FMA22321	quadratus femoris
FMA64922	gluteal muscle	FMA22423	tensor fasciae latae
FMA64989	heterogeneous cluster	FMA54640	tongue
FMA64989	heterogeneous cluster	FMA54877	subdivision of pharynx
FMA64990	organ part cluster	FMA42603	organ component cluster
FMA65004	superficial muscle of posterior compartment of leg	FMA22542	soleus
FMA65004	superficial muscle of posterior compartment of leg	FMA22543	plantaris
FMA65008	deep muscle of posterior compartment of leg	FMA22590	popliteus
FMA65008	deep muscle of posterior compartment of leg	FMA22593	flexor hallucis longus
FMA65008	deep muscle of posterior compartment of leg	FMA51071	flexor digitorum longus
FMA65008	deep muscle of posterior compartment of leg	FMA51099	tibialis posterior
FMA65020	intrinsic muscle of foot	FMA65045	intrinsic muscle of dorsum of foot
FMA65020	intrinsic muscle of foot	FMA65046	intrinsic muscle of plantar part of foot
